X,GO_Number,CHEBI,Chebicategory,parents,hasRole,decision,importantCategory
562,GO:0005294,CHEBI:33709   ! amino acids,5.A amino acid,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:50047;CHEBI:36357;CHEBI:25367;CHEBI:72695;CHEBI:36587;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:36586;CHEBI:33674;CHEBI:33608;CHEBI:37577;CHEBI:24651;CHEBI:24833;CHEBI:35605;CHEBI:64709;CHEBI:33575;CHEBI:33709,NA,5.A amino acid,
563,GO:0005371,transports_or_maintains_localization_of CHEBI:27092 !tricarboxylic acid trianion,2.A organic anion,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:24870;CHEBI:25699;CHEBI:22563;CHEBI:25696;CHEBI:36357;CHEBI:36358;CHEBI:33273;CHEBI:33304;CHEBI:25806;CHEBI:37577;CHEBI:25741;CHEBI:35406;CHEBI:29067;CHEBI:35753;CHEBI:38717;CHEBI:27092,NA,2.A organic anion,
564,GO:0008271,transports_or_maintains_localization_of CHEBI:16189 !sulfate,1.D inorganic anion ,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33304;CHEBI:26835;CHEBI:24870;CHEBI:22563;CHEBI:36357;CHEBI:36358;CHEBI:33273;CHEBI:25806;CHEBI:37577;CHEBI:25741;CHEBI:35406;CHEBI:33485;CHEBI:33482;CHEBI:24835;CHEBI:24836;CHEBI:48154;CHEBI:36914;CHEBI:24834;CHEBI:79388;CHEBI:16189,CHEBI:77746;CHEBI:75772,1.D inorganic anion,
565,GO:0008490,transports_or_maintains_localization_of CHEBI:29866 !arsenite(3-),1.D inorganic anion ,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33302;CHEBI:22632;CHEBI:24870;CHEBI:22563;CHEBI:36357;CHEBI:36358;CHEBI:33273;CHEBI:33304;CHEBI:25806;CHEBI:37577;CHEBI:25741;CHEBI:35406;CHEBI:33459;CHEBI:35776;CHEBI:24835;CHEBI:36914;CHEBI:24834;CHEBI:22633;CHEBI:79387;CHEBI:29866,NA,1.D inorganic anion,
566,GO:0008513,CHEBI:25697   ! organic cations,2.B organic cation,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:24870;CHEBI:25699;CHEBI:36916;CHEBI:25697,NA,2.B organic cation,
567,GO:0015292,NA,NA,,NA,NA,
568,GO:0015293,NA,NA,,NA,NA,
569,GO:0015297,NA,NA,,NA,NA,
570,GO:0015322,NA,NA,,NA,NA,
571,GO:0015324,NA,NA,,NA,NA,
572,GO:0015341,CHEBI:63056 ! zinc cation ,1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:33497;CHEBI:33676;CHEBI:33673;CHEBI:27364;CHEBI:37253;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:27365;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33515;CHEBI:63056,NA,1.C inorganic cation,
573,GO:0015347,CHEBI:25696   ! organic anions,2.A organic anion,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:24870;CHEBI:25699;CHEBI:22563;CHEBI:25696,NA,2.A organic anion,
574,GO:0015349,CHEBI:60311   ! thyroid hormones,OTHER,CHEBI:50906;CHEBI:24432;CHEBI:33280;CHEBI:52210;CHEBI:48705;CHEBI:24621;CHEBI:60311,NA,OTHER,
575,GO:0015351,transports_or_maintains_localization_of CHEBI:16990 !bilirubin,4.C tricarboxylic acid,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:36357;CHEBI:25367;CHEBI:33595;CHEBI:5686;CHEBI:72695;CHEBI:33832;CHEBI:24532;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:38101;CHEBI:38077;CHEBI:33655;CHEBI:33659;CHEBI:33833;CHEBI:26932;CHEBI:25046;CHEBI:36735;CHEBI:36587;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:36586;CHEBI:131927;CHEBI:33674;CHEBI:33608;CHEBI:37577;CHEBI:24651;CHEBI:24833;CHEBI:35605;CHEBI:64709;CHEBI:33575;CHEBI:35692;CHEBI:16990,CHEBI:22586;CHEBI:77746;CHEBI:75771,4.C tricarboxylic acid,
576,GO:0015355,transports_or_maintains_localization_of CHEBI:25384 !monocarboxylic acid,4.A monocarboxylic acid,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:36357;CHEBI:25367;CHEBI:72695;CHEBI:36587;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:36586;CHEBI:33674;CHEBI:33608;CHEBI:37577;CHEBI:24651;CHEBI:24833;CHEBI:35605;CHEBI:64709;CHEBI:33575;CHEBI:25384,NA,4.A monocarboxylic acid,
577,GO:0015398,CHEBI:28938   ! ammonium,1.C inorganic cation ,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33302;CHEBI:51143;CHEBI:24835;CHEBI:33674;CHEBI:33608;CHEBI:36357;CHEBI:37577;CHEBI:33692;CHEBI:33242;CHEBI:35881;CHEBI:35106;CHEBI:24870;CHEBI:36916;CHEBI:36358;CHEBI:33702;CHEBI:35274;CHEBI:50312;CHEBI:50313;CHEBI:36914;CHEBI:36915;CHEBI:60242;CHEBI:28938,CHEBI:77746;CHEBI:75772;CHEBI:76971,1.C inorganic cation,
578,GO:0015400,NA,NA,,NA,NA,
579,GO:0015503,NA,NA,,NA,NA,
580,GO:0015513,transports_or_maintains_localization_of CHEBI:17632 !nitrate,1.D inorganic anion ,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:22563;CHEBI:36357;CHEBI:36358;CHEBI:33273;CHEBI:33579;CHEBI:33675;CHEBI:33304;CHEBI:25806;CHEBI:37577;CHEBI:25741;CHEBI:35406;CHEBI:33302;CHEBI:33459;CHEBI:51143;CHEBI:33458;CHEBI:62764;CHEBI:24835;CHEBI:36914;CHEBI:24834;CHEBI:79389;CHEBI:17632,NA,1.D inorganic anion,
581,GO:0022897,NA,NA,,NA,NA,
582,GO:0042960,NA,NA,,NA,NA,
583,GO:1901680,transports_or_maintains_localization_of CHEBI:26834 !sulfur-containing amino acid,5.A amino acid,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:50047;CHEBI:36357;CHEBI:25367;CHEBI:72695;CHEBI:36587;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:36586;CHEBI:33674;CHEBI:33608;CHEBI:37577;CHEBI:24651;CHEBI:24833;CHEBI:35605;CHEBI:64709;CHEBI:33575;CHEBI:33709;CHEBI:26835;CHEBI:33261;CHEBI:33576;CHEBI:26834,NA,5.A amino acid,
584,GO:0015405,NA,NA,,NA,NA,
585,GO:0015451,NA,NA,,NA,NA,
586,GO:0015452,NA,NA,,NA,NA,
587,GO:0015453,NA,NA,,NA,NA,
588,GO:0015454,NA,NA,,NA,NA,
589,GO:0033225,transports_or_maintains_localization_of CHEBI:15573 !(2-aminoethyl)phosphonic acid,5.G Other oganic amino compounds,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33302;CHEBI:26082;CHEBI:36360;CHEBI:26069;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:51143;CHEBI:35352;CHEBI:50047;CHEBI:50994;CHEBI:15573,CHEBI:25212;CHEBI:77746;CHEBI:75771,5.G Other oganic amino compounds,
590,GO:0015438,transports_or_maintains_localization_of CHEBI:30049 !teichoic acid,3.C polysaccharide and derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:63299;CHEBI:36357;CHEBI:33839;CHEBI:33694;CHEBI:65212;CHEBI:30049,NA,3.C polysaccharide and derivative,
591,GO:0015640,NA,NA,,NA,NA,
592,GO:0015648,transports_or_maintains_localization_of CHEBI:61082 !lipid-linked peptidoglycan,3.C polysaccharide and derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:78616;CHEBI:63299;CHEBI:36357;CHEBI:33839;CHEBI:33694;CHEBI:65212;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:22506;CHEBI:18085;CHEBI:86469;CHEBI:8005;CHEBI:61082,NA,3.C polysaccharide and derivative,
593,GO:0015325,NA,NA,,NA,NA,
594,GO:0015265,transports_or_maintains_localization_of CHEBI:16199 !urea,7.C amide;7.D Other organic,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:32988;CHEBI:33256;CHEBI:37622;CHEBI:29347;CHEBI:64708;CHEBI:16199,CHEBI:64577;CHEBI:77746;CHEBI:83056;CHEBI:75772;CHEBI:76971;CHEBI:75771;CHEBI:33287,7.C amide;7.D Other organic,
595,GO:0015401,transports_or_maintains_localization_of CHEBI:16199 !urea;transports_or_maintains_localization_of CHEBI:29101 !sodium(1+),"7.C amide;7.D Other organic,1.C inorganic cation ","CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:32988;CHEBI:33256;CHEBI:37622;CHEBI:29347;CHEBI:64708;CHEBI:16199,CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33504;CHEBI:33579;CHEBI:33674;CHEBI:33296;CHEBI:26712;CHEBI:37246;CHEBI:60242;CHEBI:25414;CHEBI:29101",CHEBI:77746,"7.C amide;7.D Other organic,1.C inorganic cation",
596,GO:0033221,transports_or_maintains_localization_of CHEBI:16199 !urea,7.C amide;7.D Other organic,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:32988;CHEBI:33256;CHEBI:37622;CHEBI:29347;CHEBI:64708;CHEBI:16199,CHEBI:64577;CHEBI:77746;CHEBI:83056;CHEBI:75772;CHEBI:76971;CHEBI:75771;CHEBI:33287,7.C amide;7.D Other organic,
597,GO:0015440,transports_or_maintains_localization_of CHEBI:16670 !peptide,5.C peptide,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:32988;CHEBI:33256;CHEBI:37622;CHEBI:50047;CHEBI:16670,NA,5.C peptide,
599,GO:0015333,transports_or_maintains_localization_of CHEBI:24636 !proton;transports_or_maintains_localization_of CHEBI:16670 !peptide,"1.C inorganic cation ,5.C peptide","CHEBI:36342;CHEBI:36347;CHEBI:33252;CHEBI:24431;CHEBI:23367;CHEBI:33259;CHEBI:33238;CHEBI:33579;CHEBI:33674;CHEBI:33608;CHEBI:24835;CHEBI:33260;CHEBI:33251;CHEBI:24870;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:25414;CHEBI:36914;CHEBI:36915;CHEBI:60242;CHEBI:15378;CHEBI:36343;CHEBI:36344;CHEBI:36340;CHEBI:36339;CHEBI:33253;CHEBI:24636,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:32988;CHEBI:33256;CHEBI:37622;CHEBI:50047;CHEBI:16670",NA,"1.C inorganic cation,5.C peptide",
600,GO:0035673,transports_or_maintains_localization_of CHEBI:25676 !oligopeptide,5.C peptide,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:32988;CHEBI:33256;CHEBI:37622;CHEBI:50047;CHEBI:16670;CHEBI:25676,NA,5.C peptide,
601,GO:0015313,exports CHEBI:24636 !proton;imports CHEBI:46081 !fluconazole,"1.C inorganic cation ,7.D Other organic","CHEBI:36342;CHEBI:36347;CHEBI:33252;CHEBI:24431;CHEBI:23367;CHEBI:33259;CHEBI:33238;CHEBI:33579;CHEBI:33674;CHEBI:33608;CHEBI:24835;CHEBI:33260;CHEBI:33251;CHEBI:24870;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:25414;CHEBI:36914;CHEBI:36915;CHEBI:60242;CHEBI:15378;CHEBI:36343;CHEBI:36344;CHEBI:36340;CHEBI:36339;CHEBI:33253;CHEBI:24636,CHEBI:24431;CHEBI:23367;CHEBI:36357;CHEBI:25367;CHEBI:33595;CHEBI:33655;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:72695;CHEBI:33832;CHEBI:33659;CHEBI:33597;CHEBI:33598;CHEBI:33836;CHEBI:22712;CHEBI:33285;CHEBI:24471;CHEBI:37577;CHEBI:37578;CHEBI:36684;CHEBI:24062;CHEBI:37143;CHEBI:35496;CHEBI:38582;CHEBI:5686;CHEBI:24532;CHEBI:33833;CHEBI:38179;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:38101;CHEBI:68452;CHEBI:86323;CHEBI:87071;CHEBI:35727;CHEBI:86426;CHEBI:87101;CHEBI:33304;CHEBI:25806;CHEBI:33674;CHEBI:33608;CHEBI:24651;CHEBI:33822;CHEBI:30879;CHEBI:26878;CHEBI:46081",CHEBI:50183;CHEBI:78298;CHEBI:35703,"1.C inorganic cation,7.D Other organic",
602,GO:0015532,transports_or_maintains_localization_of CHEBI:24636 !proton;transports_or_maintains_localization_of CHEBI:16810 !2-oxoglutarate(2-),"1.C inorganic cation ,2.A organic anion","CHEBI:36342;CHEBI:36347;CHEBI:33252;CHEBI:24431;CHEBI:23367;CHEBI:33259;CHEBI:33238;CHEBI:33579;CHEBI:33674;CHEBI:33608;CHEBI:24835;CHEBI:33260;CHEBI:33251;CHEBI:24870;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:25414;CHEBI:36914;CHEBI:36915;CHEBI:60242;CHEBI:15378;CHEBI:36343;CHEBI:36344;CHEBI:36340;CHEBI:36339;CHEBI:33253;CHEBI:24636,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:24870;CHEBI:25699;CHEBI:22563;CHEBI:25696;CHEBI:36357;CHEBI:36358;CHEBI:33273;CHEBI:33304;CHEBI:25806;CHEBI:37577;CHEBI:25741;CHEBI:35406;CHEBI:29067;CHEBI:35693;CHEBI:38716;CHEBI:28965;CHEBI:36147;CHEBI:16810",CHEBI:77746;CHEBI:84735;CHEBI:75772;CHEBI:23357,"1.C inorganic cation,2.A organic anion",
603,GO:0015439,transports_or_maintains_localization_of CHEBI:30413 !heme,7.D Other organic,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:36357;CHEBI:25367;CHEBI:33595;CHEBI:5686;CHEBI:72695;CHEBI:33832;CHEBI:24532;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:38101;CHEBI:38077;CHEBI:33655;CHEBI:33659;CHEBI:33833;CHEBI:26932;CHEBI:47882;CHEBI:36309;CHEBI:33909;CHEBI:33497;CHEBI:33676;CHEBI:33744;CHEBI:24873;CHEBI:37577;CHEBI:33240;CHEBI:33861;CHEBI:33892;CHEBI:26214;CHEBI:25216;CHEBI:30413,CHEBI:25212;CHEBI:26348,7.D Other organic,
604,GO:0015344,NA,NA,,NA,NA,
605,GO:0015620,CHEBI:38151 !ferrienterobactin ,OTHER,CHEBI:24431;CHEBI:23367;CHEBI:33497;CHEBI:33676;CHEBI:33744;CHEBI:24873;CHEBI:36357;CHEBI:37577;CHEBI:33240;CHEBI:33861;CHEBI:33892;CHEBI:5975;CHEBI:84734;CHEBI:38151,NA,OTHER,
606,GO:0015622,NA,NA,,NA,NA,
607,GO:0042933,transports_or_maintains_localization_of CHEBI:61345 !chrysobactin,4.A monocarboxylic acid;5.C peptide,CHEBI:24431;CHEBI:23367;CHEBI:36357;CHEBI:25367;CHEBI:33595;CHEBI:33655;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:72695;CHEBI:33832;CHEBI:33659;CHEBI:33304;CHEBI:25806;CHEBI:33674;CHEBI:33608;CHEBI:37577;CHEBI:24651;CHEBI:33822;CHEBI:33853;CHEBI:33570;CHEBI:33566;CHEBI:33285;CHEBI:36962;CHEBI:36963;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:32988;CHEBI:33256;CHEBI:37622;CHEBI:50047;CHEBI:16670;CHEBI:25676;CHEBI:46761;CHEBI:36587;CHEBI:36586;CHEBI:24833;CHEBI:35605;CHEBI:64709;CHEBI:33575;CHEBI:25384;CHEBI:30879;CHEBI:15734;CHEBI:50994;CHEBI:61345,CHEBI:26672;CHEBI:76969,4.A monocarboxylic acid;5.C peptide,
608,GO:0015224,transports_or_maintains_localization_of CHEBI:15373 !biopterin,7.D Other organic,CHEBI:24431;CHEBI:23367;CHEBI:36357;CHEBI:25367;CHEBI:33595;CHEBI:33636;CHEBI:5686;CHEBI:33672;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:72695;CHEBI:33832;CHEBI:24532;CHEBI:33635;CHEBI:33671;CHEBI:38166;CHEBI:27171;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:38101;CHEBI:33655;CHEBI:33659;CHEBI:33833;CHEBI:26373;CHEBI:26375;CHEBI:22881;CHEBI:15373,CHEBI:25212;CHEBI:23354,7.D Other organic,
609,GO:0015228,transports_or_maintains_localization_of CHEBI:15346 !coenzyme A,3.A monosaccharide and derivative;6.D nucleotide,CHEBI:24431;CHEBI:23367;CHEBI:36357;CHEBI:37577;CHEBI:33241;CHEBI:33579;CHEBI:33675;CHEBI:33302;CHEBI:26082;CHEBI:36360;CHEBI:36359;CHEBI:26079;CHEBI:26020;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:25710;CHEBI:25703;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:35701;CHEBI:37734;CHEBI:51143;CHEBI:25367;CHEBI:33595;CHEBI:33655;CHEBI:72695;CHEBI:33832;CHEBI:33659;CHEBI:5686;CHEBI:24532;CHEBI:33833;CHEBI:61120;CHEBI:25608;CHEBI:36976;CHEBI:33636;CHEBI:33672;CHEBI:33635;CHEBI:33671;CHEBI:38166;CHEBI:27171;CHEBI:35352;CHEBI:38101;CHEBI:35875;CHEBI:26401;CHEBI:26395;CHEBI:78616;CHEBI:63299;CHEBI:63367;CHEBI:26816;CHEBI:33447;CHEBI:35131;CHEBI:63409;CHEBI:84055;CHEBI:25900;CHEBI:26562;CHEBI:26561;CHEBI:26400;CHEBI:61293;CHEBI:61296;CHEBI:22256;CHEBI:37123;CHEBI:61078;CHEBI:61079;CHEBI:22251;CHEBI:37240;CHEBI:15346,CHEBI:76971;CHEBI:75771;CHEBI:23354,6.D nucleotide,
610,GO:0015653,transports_or_maintains_localization_of CHEBI:24636 !proton;transports_or_maintains_localization_of CHEBI:17750 !glycine betaine,"1.C inorganic cation ,5.B amino acid derivative","CHEBI:36342;CHEBI:36347;CHEBI:33252;CHEBI:24431;CHEBI:23367;CHEBI:33259;CHEBI:33238;CHEBI:33579;CHEBI:33674;CHEBI:33608;CHEBI:24835;CHEBI:33260;CHEBI:33251;CHEBI:24870;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:25414;CHEBI:36914;CHEBI:36915;CHEBI:60242;CHEBI:15378;CHEBI:36343;CHEBI:36344;CHEBI:36340;CHEBI:36339;CHEBI:33253;CHEBI:24636,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:36357;CHEBI:25367;CHEBI:72695;CHEBI:51151;CHEBI:27369;CHEBI:35281;CHEBI:33285;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:26469;CHEBI:35284;CHEBI:83821;CHEBI:22860;CHEBI:83811;CHEBI:24373;CHEBI:17750",CHEBI:78675,"1.C inorganic cation,5.B amino acid derivative",
611,GO:0015314,NA,NA,,NA,NA,
612,GO:0010292,exports CHEBI:17552 !GDP;imports CHEBI:15996 !GTP,"3.A monosaccharide and derivative;6.B nucleoside;6.D nucleotide,3.A monosaccharide and derivative;6.B nucleoside;6.D nucleotide","CHEBI:24431;CHEBI:23367;CHEBI:36357;CHEBI:37577;CHEBI:33241;CHEBI:33579;CHEBI:33675;CHEBI:33302;CHEBI:26082;CHEBI:36360;CHEBI:36359;CHEBI:26079;CHEBI:26020;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:25710;CHEBI:25703;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:35701;CHEBI:37734;CHEBI:51143;CHEBI:25367;CHEBI:33595;CHEBI:33655;CHEBI:72695;CHEBI:33832;CHEBI:33659;CHEBI:5686;CHEBI:24532;CHEBI:33833;CHEBI:61120;CHEBI:25608;CHEBI:35352;CHEBI:78616;CHEBI:63299;CHEBI:63161;CHEBI:21731;CHEBI:38104;CHEBI:33661;CHEBI:33670;CHEBI:25693;CHEBI:26912;CHEBI:33838;CHEBI:33636;CHEBI:33672;CHEBI:33635;CHEBI:33671;CHEBI:38166;CHEBI:27171;CHEBI:38101;CHEBI:35875;CHEBI:26401;CHEBI:26394;CHEBI:47017;CHEBI:47019;CHEBI:18254;CHEBI:26399;CHEBI:24458;CHEBI:36976;CHEBI:26395;CHEBI:63367;CHEBI:26816;CHEBI:33447;CHEBI:35131;CHEBI:63409;CHEBI:84055;CHEBI:25900;CHEBI:26562;CHEBI:26561;CHEBI:26400;CHEBI:61292;CHEBI:61295;CHEBI:24455;CHEBI:37121;CHEBI:16862;CHEBI:26391;CHEBI:17668;CHEBI:26396;CHEBI:29075;CHEBI:16701;CHEBI:37015;CHEBI:37075;CHEBI:37038;CHEBI:17552,CHEBI:24431;CHEBI:23367;CHEBI:36357;CHEBI:37577;CHEBI:33241;CHEBI:33579;CHEBI:33675;CHEBI:33302;CHEBI:26082;CHEBI:36360;CHEBI:36359;CHEBI:26079;CHEBI:26020;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:25710;CHEBI:25703;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:35701;CHEBI:37734;CHEBI:51143;CHEBI:25367;CHEBI:33595;CHEBI:33655;CHEBI:72695;CHEBI:33832;CHEBI:33659;CHEBI:5686;CHEBI:24532;CHEBI:33833;CHEBI:61120;CHEBI:25608;CHEBI:35352;CHEBI:78616;CHEBI:63299;CHEBI:63161;CHEBI:21731;CHEBI:38104;CHEBI:33661;CHEBI:33670;CHEBI:25693;CHEBI:26912;CHEBI:33838;CHEBI:33636;CHEBI:33672;CHEBI:33635;CHEBI:33671;CHEBI:38166;CHEBI:27171;CHEBI:38101;CHEBI:35875;CHEBI:26401;CHEBI:26394;CHEBI:47017;CHEBI:47019;CHEBI:18254;CHEBI:26399;CHEBI:24458;CHEBI:36976;CHEBI:26395;CHEBI:63367;CHEBI:26816;CHEBI:33447;CHEBI:35131;CHEBI:63409;CHEBI:84055;CHEBI:25900;CHEBI:26562;CHEBI:26561;CHEBI:26400;CHEBI:61292;CHEBI:61295;CHEBI:24455;CHEBI:37121;CHEBI:17326;CHEBI:26393;CHEBI:17972;CHEBI:26398;CHEBI:29075;CHEBI:16701;CHEBI:37015;CHEBI:37076;CHEBI:37045;CHEBI:15996",CHEBI:76971;CHEBI:75771,6.B nucleoside;6.D nucleotide,
613,GO:0015217,transports_or_maintains_localization_of CHEBI:16761 !ADP,3.A monosaccharide and derivative;6.D nucleotide,CHEBI:24431;CHEBI:23367;CHEBI:36357;CHEBI:37577;CHEBI:33241;CHEBI:33579;CHEBI:33675;CHEBI:33302;CHEBI:26082;CHEBI:36360;CHEBI:36359;CHEBI:26079;CHEBI:26020;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:25710;CHEBI:25703;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:35701;CHEBI:37734;CHEBI:51143;CHEBI:25367;CHEBI:33595;CHEBI:33655;CHEBI:72695;CHEBI:33832;CHEBI:33659;CHEBI:5686;CHEBI:24532;CHEBI:33833;CHEBI:61120;CHEBI:25608;CHEBI:36976;CHEBI:33636;CHEBI:33672;CHEBI:33635;CHEBI:33671;CHEBI:38166;CHEBI:27171;CHEBI:35352;CHEBI:38101;CHEBI:35875;CHEBI:26401;CHEBI:26395;CHEBI:78616;CHEBI:63299;CHEBI:63367;CHEBI:26816;CHEBI:33447;CHEBI:35131;CHEBI:63409;CHEBI:84055;CHEBI:25900;CHEBI:26562;CHEBI:26561;CHEBI:26400;CHEBI:61293;CHEBI:61296;CHEBI:22256;CHEBI:17188;CHEBI:26392;CHEBI:26558;CHEBI:26397;CHEBI:29075;CHEBI:16701;CHEBI:37015;CHEBI:37010;CHEBI:37021;CHEBI:37096;CHEBI:16862;CHEBI:26391;CHEBI:17668;CHEBI:26396;CHEBI:37075;CHEBI:37038;CHEBI:16761,CHEBI:77746;CHEBI:78675,6.D nucleotide,
